"participant","hc_pid","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"UChiCogDevLab_mn001","mn001","UChiCogDevLab","R_5gCtbvP2i91ZHxz","Yes (please include date of testing)","07/24/2026","","None (started counting right away)","49",1
