"participant","hc_pid","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"UChiCogDevLab_mn028","mn028","UChiCogDevLab","R_7eJmJ9LpiHMaNMJ","Yes (please include date of testing)","08/21/2026","","None (started counting right away)","12",1
