"participant","hc_pid","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"UChiCogDevLab_mn015","mn015","UChiCogDevLab","R_1qUbFSgakTzrqIp","Yes (please include date of testing)","08/08/2026","","Prompt 2: “Let’s count together. One, two.”","20",1
