"participant","w_pid","w_siteid","date","predictors","Estimate","Std. Error","z value","Pr(>|z|)","w"
"UChiCogDevLab_mn018","mn018","UChiCogDevLab","2026-08-10_13h45.46.717","(Intercept)",-0.524759860661765,0.198748660650034,-2.64031897848,0.00828280281945942,-1.34748641082195
"UChiCogDevLab_mn018","mn018","UChiCogDevLab","2026-08-10_13h45.46.717","log_numRatio",-0.192663756455927,0.541861049462482,-0.355559338777066,0.722170599099213,-3.67015983801967
"UChiCogDevLab_mn018","mn018","UChiCogDevLab","2026-08-10_13h45.46.717","log_sizeRatio",-0.156094677131026,0.106247098079668,-1.46916649915445,0.14178763444621,-4.52998650679806
"UChiCogDevLab_mn018","mn018","UChiCogDevLab","2026-08-10_13h45.46.717","log_spaceRatio",-0.125271236214297,0.639164951109276,-0.195992029908535,0.844616404232414,-5.64460607682459
