"participant","hc_pid","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"UChiCogDevLab_mn034","mn034","UChiCogDevLab","R_53wjeGnGePDkdvq","Yes (please include date of testing)","09/02/2026","","Prompt 1: “Can you start counting with one? Count like this. One…”","30",1
