"participant","hc_pid","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"UChiCogDevLab_mn023","mn023","UChiCogDevLab","R_1aPSQmHEjo6xtlu","Yes (please include date of testing)","08/13/2026","","Prompt 2: “Let’s count together. One, two.”","2",1
