"participant","hc_pid","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"UChiCogDevLab_mn025","mn025","UChiCogDevLab","R_6uudRwmJ7Oqg9CF","Yes (please include date of testing)","08/20/2026","","None (started counting right away)","12",1
